week,title,turn,date,rating
2026-13,붉은 진주,9,03.10.,7.9
2026-13,붉은 진주,10,03.11.,7.7
2026-13,붉은 진주,11,03.12.,7.4
2026-13,붉은 진주,12,03.13.,6.7
2026-13,붉은 진주,13,03.16.,8.0
2026-13,붉은 진주,14,03.17.,7.2
2026-13,붉은 진주,15,03.18.,8.2
2026-13,붉은 진주,16,03.19.,7.4
2026-13,붉은 진주,17,03.20.,7.3
2026-13,첫 번째 남자,38,02.05.,5.4
2026-13,첫 번째 남자,39,02.06.,5.1
2026-13,첫 번째 남자,40,02.09.,5.2
2026-13,첫 번째 남자,41,02.10.,4.9
2026-13,첫 번째 남자,42,02.11.,5.1
2026-13,첫 번째 남자,43,02.12.,5.1
2026-13,첫 번째 남자,44,02.13.,4.8
2026-13,첫 번째 남자,45,02.16.,3.5
2026-13,첫 번째 남자,46,02.17.,4.2
2026-13,첫 번째 남자,47,02.18.,5.5
2026-13,첫 번째 남자,48,02.19.,5.9
2026-13,첫 번째 남자,49,02.20.,5.2
2026-13,첫 번째 남자,50,02.23.,5.6
2026-13,첫 번째 남자,51,02.24.,5.9
2026-13,첫 번째 남자,52,02.25.,5.2
2026-13,첫 번째 남자,53,02.26.,5.4
2026-13,첫 번째 남자,54,02.27.,5.4
2026-13,첫 번째 남자,55,03.02.,5.7
2026-13,첫 번째 남자,56,03.03.,5.5
2026-13,첫 번째 남자,57,03.04.,5.9
2026-13,첫 번째 남자,58,03.06.,5.8
2026-13,첫 번째 남자,59,03.10.,5.9
2026-13,첫 번째 남자,60,03.11.,5.4
2026-13,첫 번째 남자,61,03.12.,5.4
2026-13,첫 번째 남자,62,03.13.,4.8
2026-13,첫 번째 남자,63,03.16.,5.6
2026-13,첫 번째 남자,64,03.17.,5.4
2026-13,첫 번째 남자,65,03.18.,4.9
2026-13,첫 번째 남자,66,03.19.,5.3
2026-13,첫 번째 남자,67,03.20.,3.6
2026-13,오늘부터 인간입니다만,1,01.16.,3.7
2026-13,오늘부터 인간입니다만,2,01.17.,2.7
2026-13,오늘부터 인간입니다만,3,01.23.,3.1
2026-13,오늘부터 인간입니다만,4,01.24.,2.4
2026-13,오늘부터 인간입니다만,5,01.30.,2.4
2026-13,오늘부터 인간입니다만,6,01.31.,2.7
2026-13,오늘부터 인간입니다만,7,02.06.,2.7
2026-13,오늘부터 인간입니다만,8,02.07.,2.2
2026-13,오늘부터 인간입니다만,9,02.20.,4.2
2026-13,오늘부터 인간입니다만,10,02.21.,3.2
2026-13,오늘부터 인간입니다만,11,02.27.,3.7
2026-13,오늘부터 인간입니다만,12,02.28.,3.7
2026-13,미혼남녀의 효율적 만남,1,02.28.,3.1
2026-13,미혼남녀의 효율적 만남,2,03.01.,3.3
2026-13,미혼남녀의 효율적 만남,3,03.07.,3.8
2026-13,미혼남녀의 효율적 만남,4,03.08.,4.8
2026-13,미혼남녀의 효율적 만남,5,03.14.,3.4
2026-13,미혼남녀의 효율적 만남,6,03.15.,4.5
2026-13,미혼남녀의 효율적 만남,7,03.21.,3.9
2026-13,미혼남녀의 효율적 만남,8,03.22.,4.5
2026-13,언더커버 미쓰홍,1,01.17.,3.5
2026-13,언더커버 미쓰홍,2,01.18.,5.7
2026-13,언더커버 미쓰홍,3,01.24.,5.2
2026-13,언더커버 미쓰홍,4,01.25.,7.4
2026-13,언더커버 미쓰홍,5,01.31.,5.9
2026-13,언더커버 미쓰홍,6,02.01.,8.0
2026-13,언더커버 미쓰홍,7,02.07.,7.5
2026-13,언더커버 미쓰홍,8,02.08.,9.4
2026-13,언더커버 미쓰홍,9,02.14.,7.1
2026-13,언더커버 미쓰홍,10,02.15.,8.6
2026-13,언더커버 미쓰홍,11,02.21.,10.6
2026-13,언더커버 미쓰홍,12,02.22.,10.1
2026-13,언더커버 미쓰홍,13,02.28.,10.6
2026-13,언더커버 미쓰홍,14,03.01.,11.8
2026-13,언더커버 미쓰홍,15,03.07.,13.1
2026-13,언더커버 미쓰홍,16,03.08.,12.4
2026-13,우주를 줄게,1,02.04.,1.9
2026-13,우주를 줄게,2,02.05.,1.3
2026-13,우주를 줄게,3,02.11.,1.8
2026-13,우주를 줄게,4,02.12.,1.5
2026-13,우주를 줄게,5,02.18.,1.3
2026-13,우주를 줄게,6,02.19.,1.4
2026-13,우주를 줄게,7,02.25.,1.9
2026-13,우주를 줄게,8,02.26.,1.4
2026-13,우주를 줄게,9,03.04.,1.8
2026-13,우주를 줄게,10,03.05.,1.6
2026-13,우주를 줄게,11,03.11.,1.7
2026-13,우주를 줄게,12,03.12.,2.0
